gene,mean_expr_case,mean_expr_control,diff_mean_log_expr,cohen_d,t_stat,p_value,adj_p_value,pct_expr_case,pct_expr_control,pct_expr_diff,n_case_groups,n_control_groups,passes_expression_filter,direction,rank_score,diff_mean_log_expr_CKD_vs_AKI,adj_p_value_CKD_vs_AKI,pct_expr_CKD,pct_expr_AKI,ckd_specificity_score,combined_biomarker_score
BMI1,0.1095499100660642,0.10505367926602935,0.004496230800034848,0.13946116567688063,0.38367232352522307,0.7047350757119895,1.0,0.09840578047941277,0.12157043879907621,-0.02316465831966344,15,18,True,up_in_case,-0.0,0.010446876067435051,1.0,0.09840578047941277,0.08829695055482573,-0.0,-0.0
BNIP2,0.1773901820597227,0.17484592296116436,0.002544259098558349,0.05533683447010607,0.15489201008927794,0.8780815341363006,1.0,0.1368658485300302,0.16762124711316398,-0.03075539858313378,15,18,True,up_in_case,-0.0,-0.00980648270358539,1.0,0.1368658485300302,0.13707130279229673,0.0,-0.0
BRI3BP,0.08704713175709784,0.08673620946859298,0.00031092228850486403,0.014421350850095929,0.039502592312720596,0.9688425956099693,1.0,0.08043735902435295,0.10221709006928406,-0.02177973104493111,15,18,True,up_in_case,-0.0,-0.007237936384065932,1.0,0.08043735902435295,0.0874304720910082,0.0,-0.0
BRMS1L,0.04643456982356165,0.04603492754059556,0.00039964228296609366,0.03436593813609229,0.09278753274660484,0.9270184506249487,1.0,0.03895706694192759,0.055704387990762126,-0.016747321048834536,15,18,True,up_in_case,-0.0,0.009322735331286969,0.9725079514753338,0.03895706694192759,0.03267462336137742,0.012106839084267055,-0.0
BTBD9,0.04593555993035701,0.04519424480185997,0.0007413151284970387,0.07045407748348374,0.2000855843856366,0.842811235485387,1.0,0.04287571204648851,0.05418013856812933,-0.01130442652164082,15,18,True,up_in_case,-0.0,0.00038309279626480564,1.0,0.04287571204648851,0.038153003326159264,-0.0,-0.0
C11orf68,0.11745118102933423,0.1147197706326634,0.0027314103966708247,0.13197143660765803,0.3744564977132815,0.7108038375192672,1.0,0.10314638528883281,0.12614318706697458,-0.02299680177814177,15,18,True,up_in_case,-0.0,0.01343429366455326,0.9725079514753338,0.10314638528883281,0.0877938340274478,0.012106839084267055,-0.0
C11orf71,0.07426393418517521,0.07116696809449911,0.003096966090676098,0.09476390660675672,0.2788751047083858,0.7822200665681881,1.0,0.061876361968115606,0.07066974595842956,-0.008793383990313958,15,18,True,up_in_case,-0.0,0.006580763241119461,1.0,0.061876361968115606,0.05542667076613467,-0.0,-0.0
C12orf73,0.06046572995060652,0.06014382970998057,0.0003219002406259497,0.019497734658209538,0.05686373807787506,0.9550188512968365,1.0,0.052987727950453034,0.0679445727482679,-0.014956844797814867,15,18,True,up_in_case,-0.0,-0.0030716932972695427,1.0,0.052987727950453034,0.052687480783743745,0.0,-0.0
C15orf40,0.1681505959565486,0.166650445815787,0.0015001501407616025,0.05937750650277799,0.16933934586983787,0.866682917295965,1.0,0.1404977635049891,0.18018475750577367,-0.03968699400078457,15,18,True,up_in_case,-0.0,0.004468069868619945,1.0,0.1404977635049891,0.12678536489923695,-0.0,-0.0
C16orf72,0.1989892332715102,0.186647116803839,0.012342116467671194,0.12649458158590396,0.3556180280453099,0.7248615416767915,1.0,0.14244752838628283,0.1782448036951501,-0.03579727530886728,15,18,True,up_in_case,-0.0,0.02055381011375737,1.0,0.14244752838628283,0.14224222265701428,-0.0,-0.0
C17orf75,0.10169906584903245,0.10082252625235719,0.0008765395966752604,0.04182978411983316,0.12378266045286078,0.9023135782810459,1.0,0.09018618343082158,0.11482678983833718,-0.0246406064075156,15,18,True,up_in_case,-0.0,0.006202209064766817,1.0,0.09018618343082158,0.07851412918914387,-0.0,-0.0
C17orf80,0.05408905390154891,0.05229578186631907,0.0017932720352298384,0.13929633011797105,0.393553431339392,0.6968756236081153,1.0,0.04734870206828,0.0584757505773672,-0.011127048509087203,15,18,True,up_in_case,-0.0,0.005322962201765799,0.9805918838462722,0.04734870206828,0.03913128546272745,0.008511705639468592,-0.0
C1orf109,0.04371416050263961,0.04257107547994646,0.001143085022693155,0.13068383355674035,0.3805519073233451,0.7061311236535827,1.0,0.039262912413503076,0.05062355658198614,-0.011360644168483064,15,18,True,up_in_case,-0.0,0.001088513577325298,1.0,0.039262912413503076,0.036447997316711854,-0.0,-0.0
C20orf194,0.10156463770498489,0.09790094601680988,0.0036636916881750137,0.13523922042819936,0.3730094633346666,0.7124745893978923,1.0,0.08907749359636044,0.10951501154734411,-0.02043751795098367,15,18,True,up_in_case,-0.0,0.013724963008780275,0.9725079514753338,0.08907749359636044,0.07434944237918216,0.012106839084267055,-0.0
C2orf74,0.12057604098006353,0.11599708294759016,0.004578958032473365,0.04980685797648342,0.1461088801860646,0.8847884380904274,1.0,0.10268761708146959,0.10189376443418013,0.0007938526472894558,15,18,True,up_in_case,-0.0,-0.006213932499244429,1.0,0.10268761708146959,0.0877938340274478,0.0,-0.0
